Year,Rank,Title,Artist,Artist_cloud,count,size,genres,popularity,first_year,year_range,range_count
2020,23,"10,000 Hours",Dan + Shay,Dan~+~Shay,6,438,"['contemporary country', 'country', 'country road', 'pop']",73,2013,2010-2020,646
2021,64,Glad You Exist,Dan + Shay,Dan~+~Shay,6,438,"['contemporary country', 'country', 'country road', 'pop']",73,2013,2010-2020,646
2016,35,Don't,Bryson Tiller,Bryson~Tiller,2,164,"['kentucky hip hop', 'pop', 'r&b', 'rap', 'trap']",82,2013,2010-2020,646
2016,53,Exchange,Bryson Tiller,Bryson~Tiller,2,164,"['kentucky hip hop', 'pop', 'r&b', 'rap', 'trap']",82,2013,2010-2020,646
2015,23,Worth It,Fifth Harmony,Fifth~Harmony,3,213,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",71,2013,2010-2020,646
2016,93,All In My Head (Flex),Fifth Harmony,Fifth~Harmony,3,213,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",71,2013,2010-2020,646
2016,16,Work from Home,Fifth Harmony,Fifth~Harmony,3,213,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",71,2013,2010-2020,646
2019,90,Cash Shit,Megan Thee Stallion,Megan~Thee~Stallion,7,567,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",81,2013,2010-2020,646
2019,93,Hot Girl Summer,Megan Thee Stallion,Megan~Thee~Stallion,7,567,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",81,2013,2010-2020,646
2020,15,Savage,Megan Thee Stallion,Megan~Thee~Stallion,7,567,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",81,2013,2010-2020,646
2021,54,Body,Megan Thee Stallion,Megan~Thee~Stallion,7,567,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",81,2013,2010-2020,646
2021,77,Cry Baby,Megan Thee Stallion,Megan~Thee~Stallion,7,567,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",81,2013,2010-2020,646
2021,71,Thot Shit,Megan Thee Stallion,Megan~Thee~Stallion,7,567,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",81,2013,2010-2020,646
2022,62,Sweetest Pie,Megan Thee Stallion,Megan~Thee~Stallion,7,567,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']",81,2013,2010-2020,646
2014,17,Say Something,A Great Big World,A~Great~Big~World,1,64,"['neo mellow', 'piano rock', 'pop rock']",64,2013,2010-2020,646
2017,27,It Ain't Me,Kygo,Kygo,1,82,"['edm', 'pop', 'pop dance', 'tropical house']",82,2013,2010-2020,646
2017,6,Bad and Boujee,Migos,Migos,7,560,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",80,2013,2010-2020,646
2017,86,Slippery,Migos,Migos,7,560,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",80,2013,2010-2020,646
2017,52,T-Shirt,Migos,Migos,7,560,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",80,2013,2010-2020,646
2018,34,MotorSport,Migos,Migos,7,560,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",80,2013,2010-2020,646
2018,48,Stir Fry,Migos,Migos,7,560,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",80,2013,2010-2020,646
2018,43,Walk It Talk It,Migos,Migos,7,560,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",80,2013,2010-2020,646
2019,55,Pure Water,Migos,Migos,7,560,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",80,2013,2010-2020,646
2022,7,Big Energy,Latto,Latto,1,73,"['pop', 'r&b', 'rap', 'trap queen']",73,2013,2010-2020,646
2015,16,Lean On,DJ Snake,DJ~Snake,8,632,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",79,2013,2010-2020,646
2016,85,Lean On,DJ Snake,DJ~Snake,8,632,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",79,2013,2010-2020,646
2014,15,Turn Down for What,DJ Snake,DJ~Snake,8,632,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",79,2013,2010-2020,646
2015,59,You Know You Like It,DJ Snake,DJ~Snake,8,632,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",79,2013,2010-2020,646
2016,47,Let Me Love You,DJ Snake,DJ~Snake,8,632,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",79,2013,2010-2020,646
2016,80,Middle,DJ Snake,DJ~Snake,8,632,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",79,2013,2010-2020,646
2017,46,Let Me Love You,DJ Snake,DJ~Snake,8,632,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",79,2013,2010-2020,646
2019,57,Taki Taki,DJ Snake,DJ~Snake,8,632,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",79,2013,2010-2020,646
2014,59,Cool Kids,Echosmith,Echosmith,1,62,"['indie poptimism', 'pop rock']",62,2013,2010-2020,646
2015,14,Take Me to Church,Hozier,Hozier,1,81,"['irish singer-songwriter', 'pop']",81,2013,2010-2020,646
2015,71,Riptide,Vance Joy,Vance~Joy,1,78,"['folk-pop', 'pop']",78,2013,2010-2020,646
2022,51,Boyfriend,Dove Cameron,Dove~Cameron,1,76,"['pop', 'post-teen pop']",76,2013,2010-2020,646
2013,15,Royals,Lorde,Lorde,3,234,"['art pop', 'metropopolis', 'nz pop', 'pop']",78,2013,2010-2020,646
2014,20,Royals,Lorde,Lorde,3,234,"['art pop', 'metropopolis', 'nz pop', 'pop']",78,2013,2010-2020,646
2014,18,Team,Lorde,Lorde,3,234,"['art pop', 'metropopolis', 'nz pop', 'pop']",78,2013,2010-2020,646
2014,72,Lifestyle,Rich Gang,Rich~Gang,1,55,['trap'],55,2013,2010-2020,646
2014,32,Habits (Stay High),Tove Lo,Tove~Lo,3,234,"['dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",78,2013,2010-2020,646
2015,77,Habits (Stay High),Tove Lo,Tove~Lo,3,234,"['dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",78,2013,2010-2020,646
2015,37,Talking Body,Tove Lo,Tove~Lo,3,234,"['dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",78,2013,2010-2020,646
2015,54,Renegades,X Ambassadors,X~Ambassadors,2,150,"['electropop', 'modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",75,2013,2010-2020,646
2016,67,Unsteady,X Ambassadors,X~Ambassadors,2,150,"['electropop', 'modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",75,2013,2010-2020,646
2016,46,Never Forget You,Zara Larsson,Zara~Larsson,1,78,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",78,2013,2010-2020,646
2017,95,Everyday We Lit,YFN Lucci,YFN~Lucci,1,60,"['arkansas hip hop', 'atl hip hop', 'atl trap', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",60,2014,2010-2020,646
2017,55,Tunnel Vision,Kodak Black,Kodak~Black,4,336,"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",84,2014,2010-2020,646
2019,51,Wake Up in the Sky,Kodak Black,Kodak~Black,4,336,"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",84,2014,2010-2020,646
2019,31,Zeze,Kodak Black,Kodak~Black,4,336,"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",84,2014,2010-2020,646
2022,9,Super Gremlin,Kodak Black,Kodak~Black,4,336,"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",84,2014,2010-2020,646
2021,49,Telepat??a,Kali Uchis,Kali~Uchis,1,84,"['colombian pop', 'pop']",84,2014,2010-2020,646
2020,65,Die from a Broken Heart,Maddie & Tae,Maddie~&~Tae,1,66,"['contemporary country', 'country', 'country road']",66,2014,2010-2020,646
2019,2,Sunflower,Swae Lee,Swae~Lee,2,160,"['melodic rap', 'trap']",80,2014,2010-2020,646
2020,88,Be Like That,Swae Lee,Swae~Lee,2,160,"['melodic rap', 'trap']",80,2014,2010-2020,646
2016,84,Hide Away,Daya,Daya,2,144,"['alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",72,2014,2010-2020,646
2016,78,"Sit Still, Look Pretty",Daya,Daya,2,144,"['alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",72,2014,2010-2020,646
2015,21,679,Fetty Wap,Fetty~Wap,4,292,"['dance pop', 'new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",73,2014,2010-2020,646
2015,44,My Way,Fetty Wap,Fetty~Wap,4,292,"['dance pop', 'new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",73,2014,2010-2020,646
2015,4,Trap Queen,Fetty Wap,Fetty~Wap,4,292,"['dance pop', 'new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",73,2014,2010-2020,646
2016,54,679,Fetty Wap,Fetty~Wap,4,292,"['dance pop', 'new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",73,2014,2010-2020,646
2014,76,Leave the Night On,Sam Hunt,Sam~Hunt,5,365,"['contemporary country', 'country', 'country pop', 'country road']",73,2014,2010-2020,646
2015,85,House Party,Sam Hunt,Sam~Hunt,5,365,"['contemporary country', 'country', 'country pop', 'country road']",73,2014,2010-2020,646
2015,45,Take Your Time,Sam Hunt,Sam~Hunt,5,365,"['contemporary country', 'country', 'country pop', 'country road']",73,2014,2010-2020,646
2017,8,Body Like a Back Road,Sam Hunt,Sam~Hunt,5,365,"['contemporary country', 'country', 'country pop', 'country road']",73,2014,2010-2020,646
2020,69,Hard to Forget,Sam Hunt,Sam~Hunt,5,365,"['contemporary country', 'country', 'country pop', 'country road']",73,2014,2010-2020,646
2017,59,Now or Never,Halsey,Halsey,7,595,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",85,2014,2010-2020,646
2018,27,Bad at Love,Halsey,Halsey,7,595,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",85,2014,2010-2020,646
2018,77,Eastside,Halsey,Halsey,7,595,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",85,2014,2010-2020,646
2018,45,Him & I,Halsey,Halsey,7,595,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",85,2014,2010-2020,646
2019,17,Eastside,Halsey,Halsey,7,595,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",85,2014,2010-2020,646
2019,3,Without Me,Halsey,Halsey,7,595,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",85,2014,2010-2020,646
2020,82,You Should Be Sad,Halsey,Halsey,7,595,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",85,2014,2010-2020,646
2016,94,Starving,Hailee Steinfeld,Hailee~Steinfeld,2,148,"['dance pop', 'pop', 'post-teen pop']",74,2014,2010-2020,646
2017,82,Starving,Hailee Steinfeld,Hailee~Steinfeld,2,148,"['dance pop', 'pop', 'post-teen pop']",74,2014,2010-2020,646
2021,84,Good Time,Niko Moon,Niko~Moon,1,59,['contemporary country'],59,2014,2010-2020,646
2015,82,Tuesday,ILoveMakonnen,ILoveMakonnen,1,59,"['atl hip hop', 'lgbtq+ hip hop', 'trap']",59,2014,2010-2020,646
2019,76,My Type,Saweetie,Saweetie,2,148,"['cali rap', 'dance pop', 'pop', 'rap', 'trap queen']",74,2014,2010-2020,646
2021,29,Best Friend,Saweetie,Saweetie,2,148,"['cali rap', 'dance pop', 'pop', 'rap', 'trap queen']",74,2014,2010-2020,646
2021,56,Bang!,AJR,AJR,1,77,"['modern rock', 'pop rock']",77,2014,2010-2020,646
2020,87,Juicy,Doja Cat,Doja~Cat,12,1068,"['dance pop', 'pop']",89,2014,2010-2020,646
2020,11,Say So,Doja Cat,Doja~Cat,12,1068,"['dance pop', 'pop']",89,2014,2010-2020,646
2021,46,Need to Know,Doja Cat,Doja~Cat,12,1068,"['dance pop', 'pop']",89,2014,2010-2020,646
2021,67,Streets,Doja Cat,Doja~Cat,12,1068,"['dance pop', 'pop']",89,2014,2010-2020,646
2022,68,Get Into It (Yuh),Doja Cat,Doja~Cat,12,1068,"['dance pop', 'pop']",89,2014,2010-2020,646
2022,18,Need to Know,Doja Cat,Doja~Cat,12,1068,"['dance pop', 'pop']",89,2014,2010-2020,646
2022,47,Vegas,Doja Cat,Doja~Cat,12,1068,"['dance pop', 'pop']",89,2014,2010-2020,646
2022,21,Woman,Doja Cat,Doja~Cat,12,1068,"['dance pop', 'pop']",89,2014,2010-2020,646
2021,6,Kiss Me More,Doja Cat,Doja~Cat,12,1068,"['dance pop', 'pop']",89,2014,2010-2020,646
2021,43,You Right,Doja Cat,Doja~Cat,12,1068,"['dance pop', 'pop']",89,2014,2010-2020,646
2022,90,Kiss Me More,Doja Cat,Doja~Cat,12,1068,"['dance pop', 'pop']",89,2014,2010-2020,646
2022,45,You Right,Doja Cat,Doja~Cat,12,1068,"['dance pop', 'pop']",89,2014,2010-2020,646
2017,90,Down,Marian Hill,Marian~Hill,1,56,['electropop'],56,2014,2010-2020,646
2020,59,One Man Band,Old Dominion,Old~Dominion,1,72,"['contemporary country', 'country', 'country road']",72,2014,2010-2020,646
2015,41,Somebody,Natalie La Rose,Natalie~La~Rose,1,54,[],54,2014,2010-2020,646
2014,54,Hot Boy,Bobby Shmurda,Bobby~Shmurda,1,62,"['nyc rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",62,2014,2010-2020,646
2015,83,Hit the Quan,iLoveMemphis,iLoveMemphis,1,44,['chicago bop'],44,2014,2010-2020,646
2017,13,XO Tour Llif3,Lil Uzi Vert,Lil~Uzi~Vert,1,89,"['melodic rap', 'philly rap', 'rap', 'trap']",89,2014,2010-2020,646
2014,8,All About That Bass,Meghan Trainor,Meghan~Trainor,8,672,"['dance pop', 'hip pop', 'pop']",84,2014,2010-2020,646
2015,28,All About That Bass,Meghan Trainor,Meghan~Trainor,8,672,"['dance pop', 'hip pop', 'pop']",84,2014,2010-2020,646
2015,74,Dear Future Husband,Meghan Trainor,Meghan~Trainor,8,672,"['dance pop', 'hip pop', 'pop']",84,2014,2010-2020,646
2015,76,Like I'm Gonna Lose You,Meghan Trainor,Meghan~Trainor,8,672,"['dance pop', 'hip pop', 'pop']",84,2014,2010-2020,646
2015,22,Lips Are Movin,Meghan Trainor,Meghan~Trainor,8,672,"['dance pop', 'hip pop', 'pop']",84,2014,2010-2020,646
2016,42,Like I'm Gonna Lose You,Meghan Trainor,Meghan~Trainor,8,672,"['dance pop', 'hip pop', 'pop']",84,2014,2010-2020,646
2016,62,Me Too,Meghan Trainor,Meghan~Trainor,8,672,"['dance pop', 'hip pop', 'pop']",84,2014,2010-2020,646
2016,45,No,Meghan Trainor,Meghan~Trainor,8,672,"['dance pop', 'hip pop', 'pop']",84,2014,2010-2020,646
2012,81,50 Ways to Say Goodbye,Train,Train,2,168,"['dance pop', 'hip pop', 'pop']",84,2014,2010-2020,646
2012,19,Drive By,Train,Train,2,168,"['dance pop', 'hip pop', 'pop']",84,2014,2010-2020,646
2014,31,Best Day of My Life,American Authors,American~Authors,1,68,"['indie poptimism', 'modern rock', 'pop rock']",68,2014,2010-2020,646
2018,26,Friends,Anne-Marie,Anne-Marie,1,80,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",80,2014,2010-2020,646
2015,93,Ghost,Ella Henderson,Ella~Henderson,1,76,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'talent show', 'tropical house', 'uk pop']",76,2014,2010-2020,646
2022,95,Last Night Lonely,Jon Pardi,Jon~Pardi,1,74,"['contemporary country', 'country', 'country road', 'modern country rock']",74,2014,2010-2020,646
2019,13,Truth Hurts,Lizzo,Lizzo,4,328,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",82,2014,2010-2020,646
2020,31,Good as Hell,Lizzo,Lizzo,4,328,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",82,2014,2010-2020,646
2020,55,Truth Hurts,Lizzo,Lizzo,4,328,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",82,2014,2010-2020,646
2022,12,About Damn Time,Lizzo,Lizzo,4,328,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",82,2014,2010-2020,646
2013,65,Little Talks,Men,Men,1,86,"['canadian pop', 'dance pop', 'pop', 'viral pop']",86,2014,2010-2020,646
2019,52,Whiskey Glasses,Morgan Wallen,Morgan~Wallen,6,534,['contemporary country'],89,2014,2010-2020,646
2020,34,Chasin' You,Morgan Wallen,Morgan~Wallen,6,534,['contemporary country'],89,2014,2010-2020,646
2020,96,More Than My Hometown,Morgan Wallen,Morgan~Wallen,6,534,['contemporary country'],89,2014,2010-2020,646
2022,58,Sand in My Boots,Morgan Wallen,Morgan~Wallen,6,534,['contemporary country'],89,2014,2010-2020,646
2022,19,Wasted on You,Morgan Wallen,Morgan~Wallen,6,534,['contemporary country'],89,2014,2010-2020,646
2022,27,You Proof,Morgan Wallen,Morgan~Wallen,6,534,['contemporary country'],89,2014,2010-2020,646
2014,70,Me and My Broken Heart,Rixton,Rixton,1,64,"['dance pop', 'pop', 'pop rock', 'post-teen pop']",64,2014,2010-2020,646
2015,36,Stitches,Shawn Mendes,Shawn~Mendes,11,946,"['canadian pop', 'dance pop', 'pop', 'viral pop']",86,2014,2010-2020,646
2016,86,I Know What You Did Last Summer,Shawn Mendes,Shawn~Mendes,11,946,"['canadian pop', 'dance pop', 'pop', 'viral pop']",86,2014,2010-2020,646
2016,23,Stitches,Shawn Mendes,Shawn~Mendes,11,946,"['canadian pop', 'dance pop', 'pop', 'viral pop']",86,2014,2010-2020,646
2016,28,Treat You Better,Shawn Mendes,Shawn~Mendes,11,946,"['canadian pop', 'dance pop', 'pop', 'viral pop']",86,2014,2010-2020,646
2017,54,Mercy,Shawn Mendes,Shawn~Mendes,11,946,"['canadian pop', 'dance pop', 'pop', 'viral pop']",86,2014,2010-2020,646
2017,23,There's Nothing Holdin' Me Back,Shawn Mendes,Shawn~Mendes,11,946,"['canadian pop', 'dance pop', 'pop', 'viral pop']",86,2014,2010-2020,646
2017,92,Treat You Better,Shawn Mendes,Shawn~Mendes,11,946,"['canadian pop', 'dance pop', 'pop', 'viral pop']",86,2014,2010-2020,646
2018,46,In My Blood,Shawn Mendes,Shawn~Mendes,11,946,"['canadian pop', 'dance pop', 'pop', 'viral pop']",86,2014,2010-2020,646
2019,29,If I Can't Have You,Shawn Mendes,Shawn~Mendes,11,946,"['canadian pop', 'dance pop', 'pop', 'viral pop']",86,2014,2010-2020,646
2019,15,Se??orita,Shawn Mendes,Shawn~Mendes,11,946,"['canadian pop', 'dance pop', 'pop', 'viral pop']",86,2014,2010-2020,646
2020,44,Se??orita,Shawn Mendes,Shawn~Mendes,11,946,"['canadian pop', 'dance pop', 'pop', 'viral pop']",86,2014,2010-2020,646
2017,80,Love Galore,SZA,SZA,4,384,"['pop', 'r&b']",96,2014,2010-2020,646
2018,47,All the Stars,SZA,SZA,4,384,"['pop', 'r&b']",96,2014,2010-2020,646
2021,52,Good Days,SZA,SZA,4,384,"['pop', 'r&b']",96,2014,2010-2020,646
2022,50,I Hate U,SZA,SZA,4,384,"['pop', 'r&b']",96,2014,2010-2020,646
2017,24,Bodak Yellow,Cardi B,Cardi~B,11,913,"['dance pop', 'pop', 'rap', 'viral rap']",83,2015,2010-2020,646
2018,59,Be Careful,Cardi B,Cardi~B,11,913,"['dance pop', 'pop', 'rap', 'viral rap']",83,2015,2010-2020,646
2018,54,Bodak Yellow,Cardi B,Cardi~B,11,913,"['dance pop', 'pop', 'rap', 'viral rap']",83,2015,2010-2020,646
2018,34,MotorSport,Cardi B,Cardi~B,11,913,"['dance pop', 'pop', 'rap', 'viral rap']",83,2015,2010-2020,646
2019,38,Money,Cardi B,Cardi~B,11,913,"['dance pop', 'pop', 'rap', 'viral rap']",83,2015,2010-2020,646
2019,37,Please Me,Cardi B,Cardi~B,11,913,"['dance pop', 'pop', 'rap', 'viral rap']",83,2015,2010-2020,646
2021,26,Up,Cardi B,Cardi~B,11,913,"['dance pop', 'pop', 'rap', 'viral rap']",83,2015,2010-2020,646
2018,61,Bartier Cardi,Cardi B,Cardi~B,11,913,"['dance pop', 'pop', 'rap', 'viral rap']",83,2015,2010-2020,646
2018,7,I Like It,Cardi B,Cardi~B,11,913,"['dance pop', 'pop', 'rap', 'viral rap']",83,2015,2010-2020,646
2019,69,I Like It,Cardi B,Cardi~B,11,913,"['dance pop', 'pop', 'rap', 'viral rap']",83,2015,2010-2020,646
2020,24,WAP,Cardi B,Cardi~B,11,913,"['dance pop', 'pop', 'rap', 'viral rap']",83,2015,2010-2020,646
2015,94,Here,Alessia Cara,Alessia~Cara,4,308,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",77,2015,2010-2020,646
2016,39,Here,Alessia Cara,Alessia~Cara,4,308,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",77,2015,2010-2020,646
2017,30,Scars to Your Beautiful,Alessia Cara,Alessia~Cara,4,308,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",77,2015,2010-2020,646
2017,17,Stay,Alessia Cara,Alessia~Cara,4,308,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",77,2015,2010-2020,646
2020,19,Roses (Imanbek remix),Saint Jhn,Saint~Jhn,1,73,"['melodic rap', 'rap', 'slap house']",73,2015,2010-2020,646
2020,13,Whats Poppin,Jack Harlow,Jack~Harlow,3,246,"['deep underground hip hop', 'kentucky hip hop', 'pop', 'rap']",82,2015,2010-2020,646
2021,24,Industry Baby,Jack Harlow,Jack~Harlow,3,246,"['deep underground hip hop', 'kentucky hip hop', 'pop', 'rap']",82,2015,2010-2020,646
2022,16,Industry Baby,Jack Harlow,Jack~Harlow,3,246,"['deep underground hip hop', 'kentucky hip hop', 'pop', 'rap']",82,2015,2010-2020,646
2012,46,Domino,Jessie J,Jessie~J,3,234,"['canadian contemporary r&b', 'canadian pop', 'pop', 'r&b']",78,2015,2010-2020,646
2014,27,Bang Bang,Jessie J,Jessie~J,3,234,"['canadian contemporary r&b', 'canadian pop', 'pop', 'r&b']",78,2015,2010-2020,646
2015,80,Bang Bang,Jessie J,Jessie~J,3,234,"['canadian contemporary r&b', 'canadian pop', 'pop', 'r&b']",78,2015,2010-2020,646
2022,73,Better Days,Neiked,Neiked,1,67,"['dance pop', 'edm', 'pop', 'pop dance', 'scandipop', 'tropical house']",67,2015,2010-2020,646
2020,12,I Hope,Gabby Barrett,Gabby~Barrett,3,198,"['contemporary country', 'country', 'country pop']",66,2015,2010-2020,646
2021,40,I Hope,Gabby Barrett,Gabby~Barrett,3,198,"['contemporary country', 'country', 'country pop']",66,2015,2010-2020,646
2021,62,The Good Ones,Gabby Barrett,Gabby~Barrett,3,198,"['contemporary country', 'country', 'country pop']",66,2015,2010-2020,646
2016,52,Gold,Kiiara,Kiiara,1,63,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop']",63,2015,2010-2020,646
2018,81,Te Bot??,Nio Garcia,Nio~Garcia,1,75,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",75,2015,2010-2020,646
2018,98,IDGAF,Dua Lipa,Dua~Lipa,10,900,"['dance pop', 'pop', 'uk pop']",90,2015,2010-2020,646
2018,16,New Rules,Dua Lipa,Dua~Lipa,10,900,"['dance pop', 'pop', 'uk pop']",90,2015,2010-2020,646
2018,68,One Kiss,Dua Lipa,Dua~Lipa,10,900,"['dance pop', 'pop', 'uk pop']",90,2015,2010-2020,646
2020,33,Break My Heart,Dua Lipa,Dua~Lipa,10,900,"['dance pop', 'pop', 'uk pop']",90,2015,2010-2020,646
2020,4,Don't Start Now,Dua Lipa,Dua~Lipa,10,900,"['dance pop', 'pop', 'uk pop']",90,2015,2010-2020,646
2021,1,Levitating,Dua Lipa,Dua~Lipa,10,900,"['dance pop', 'pop', 'uk pop']",90,2015,2010-2020,646
2021,90,We're Good,Dua Lipa,Dua~Lipa,10,900,"['dance pop', 'pop', 'uk pop']",90,2015,2010-2020,646
2022,10,Cold Heart (Pnau remix),Dua Lipa,Dua~Lipa,10,900,"['dance pop', 'pop', 'uk pop']",90,2015,2010-2020,646
2022,42,Levitating,Dua Lipa,Dua~Lipa,10,900,"['dance pop', 'pop', 'uk pop']",90,2015,2010-2020,646
2022,62,Sweetest Pie,Dua Lipa,Dua~Lipa,10,900,"['dance pop', 'pop', 'uk pop']",90,2015,2010-2020,646
2016,76,Lost Boy,Ruth B,Ruth~B,1,77,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",77,2015,2010-2020,646
2019,26,Drip Too Hard,Gunna,Gunna,3,258,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",86,2015,2010-2020,646
2021,51,Lemonade,Gunna,Gunna,3,258,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",86,2015,2010-2020,646
2022,48,Pushin P,Gunna,Gunna,3,258,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",86,2015,2010-2020,646
2021,33,Calling My Phone,6lack,6lack,1,78,"['atl hip hop', 'hip hop', 'melodic rap', 'pop', 'r&b', 'rap', 'trap']",78,2015,2010-2020,646
2018,26,Friends,Marshmello,Marshmello,7,595,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",85,2015,2010-2020,646
2018,80,Happier,Marshmello,Marshmello,7,595,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",85,2015,2010-2020,646
2018,60,Wolves,Marshmello,Marshmello,7,595,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",85,2015,2010-2020,646
2019,6,Happier,Marshmello,Marshmello,7,595,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",85,2015,2010-2020,646
2019,89,One Thing Right,Marshmello,Marshmello,7,595,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",85,2015,2010-2020,646
2020,54,Come & Go,Marshmello,Marshmello,7,595,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",85,2015,2010-2020,646
2021,63,Leave Before You Love Me,Marshmello,Marshmello,7,595,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",85,2015,2010-2020,646
2015,8,Watch Me,Silento,Silento,2,104,"['chicago bop', 'pinoy hip hop']",52,2015,2010-2020,646
2016,88,Watch Me,Silento,Silento,2,104,"['chicago bop', 'pinoy hip hop']",52,2015,2010-2020,646
2018,55,Freaky Friday,Lil Dicky,Lil~Dicky,1,64,"['comedy rap', 'pop rap', 'rap']",64,2015,2010-2020,646
